Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Isha Bhatt,2200ME524,ME,9.14,56,63,53,65,81,2,2,4,Placed,7.2,TCS
Anjali Dhawan,2100ME525,ME,4.93,68,46,27,38,50,1,2,1,Not Placed,0.0,Not Placed
Advik Sethi,2200ME526,ME,6.3,54,13,49,36,40,2,4,0,Placed,3.86,Syntel
Kunal Goel,2100IT527,IT,6.64,84,52,25,41,14,1,8,2,Placed,3.14,Genpact
Mayank Agarwal,2400CE528,CE,7.25,43,13,26,53,35,1,5,2,Not Placed,0.0,Not Placed
Dev Dhawan,2200IT529,IT,5.97,76,75,30,64,43,0,8,4,Placed,4.65,Amdocs
Manish Malhotra,2300IT530,IT,7.38,67,80,80,45,47,4,8,1,Placed,11.33,Capgemini
Tanya Bhatia,2300IT531,IT,6.06,59,25,36,49,48,2,3,2,Placed,3.35,iGate
Bhavna Rawat,2400IT532,IT,8.39,51,80,55,41,56,2,7,2,Placed,11.59,Infosys
Preeti Malhotra,2200CS533,CSE,8.66,83,67,60,68,20,4,7,1,Placed,12.11,Flipkart
Pallavi Gupta,2200CS534,CSE,6.81,62,50,42,40,40,0,5,2,Not Placed,0.0,Not Placed
Arjun Mehta,2400IT535,IT,6.76,69,34,39,45,80,1,4,2,Placed,4.32,iGate
Advik Kapoor,2200CS536,CSE,5.39,50,26,20,21,57,1,5,1,Not Placed,0.0,Not Placed
Kriti Saxena,2400EC537,ECE,8.02,42,41,48,80,41,1,7,0,Placed,3.85,Cyient
Shruti Rawat,2400EC538,ECE,9.68,88,70,46,80,45,2,4,3,Placed,27.59,Samsung R&D
Sachin Bhatia,2200ME539,ME,6.66,26,37,51,35,38,4,6,1,Placed,4.57,Concentrix
Riya Bhatt,2100IT540,IT,7.12,64,44,22,26,31,2,3,2,Not Placed,0.0,Not Placed
Vihaan Singh,2100ME541,ME,5.47,60,55,18,41,54,2,5,1,Placed,4.39,Amdocs
Tushar Srivastava,2100EC542,ECE,7.4,71,39,40,34,37,2,8,4,Not Placed,0.0,Not Placed
Aarav Dubey,2400EC543,ECE,7.32,43,63,73,59,55,3,4,1,Placed,4.51,Sapient
Rajat Bajaj,2400EC544,ECE,6.58,43,64,68,53,44,2,5,2,Placed,3.57,Syntel
Aarav Bhatt,2400ME545,ME,7.37,72,19,33,48,53,2,7,0,Not Placed,0.0,Not Placed
Arjun Rajput,2300EC546,ECE,7.56,53,48,31,33,64,2,2,1,Placed,4.15,Cyient
Diya Thakur,2400CE547,CE,8.53,60,72,59,53,31,4,2,2,Placed,6.9,Zoho
Reyansh Patel,2200IT548,IT,6.92,61,39,48,45,68,2,7,0,Placed,5.96,HCL
Rajat Rajput,2300IT549,IT,8.48,92,77,59,61,49,3,6,0,Placed,40.71,Flipkart
Swati Mishra,2300EC550,ECE,8.65,90,54,73,58,71,4,7,4,Placed,43.69,Uber
Kriti Saxena,2200CS551,CSE,7.68,74,61,56,53,51,2,4,1,Placed,7.62,Cognizant
Vikas Gupta,2100ME552,ME,5.47,44,66,36,40,52,1,2,1,Placed,4.98,Amdocs
Anjali Khanna,2400IT553,IT,8.08,80,62,53,47,48,4,3,2,Placed,6.51,TCS
Dev Chauhan,2100CE554,CE,6.56,43,47,4,24,37,0,6,2,Not Placed,0.0,Not Placed
Komal Kapoor,2100ME555,ME,7.36,52,42,8,48,67,2,6,2,Placed,4.31,Cyient
Advaith Dubey,2400EC556,ECE,9.53,48,91,64,93,51,2,3,2,Placed,6.66,Cognizant
Vihaan Rastogi,2100IT557,IT,8.04,80,93,37,46,58,4,6,3,Placed,9.07,Wipro
Diya Dubey,2200IT558,IT,8.83,73,71,48,72,37,3,6,1,Placed,9.7,Zoho
Aadhya Goel,2200EE559,EE,7.26,84,67,40,53,82,4,5,1,Placed,5.46,L&T Infotech
Ankit Nair,2300CS560,CSE,6.92,73,65,41,41,25,3,5,1,Placed,4.83,Capgemini
Dev Mishra,2300CE561,CE,8.62,59,27,37,89,42,1,7,2,Placed,9.21,TCS
Gaurav Srivastava,2100CS562,CSE,10.0,100,71,81,61,46,4,6,5,Placed,21.06,Flipkart
Sonam Malhotra,2100CS563,CSE,7.19,75,26,70,45,56,2,3,1,Placed,5.54,Mphasis
Jyoti Rawat,2200IT564,IT,8.28,49,71,58,48,39,4,2,2,Placed,6.88,Accenture
Komal Pandey,2400EC565,ECE,9.28,72,55,65,57,51,1,2,0,Placed,4.91,NIIT
Neha Kumar,2100CS566,CSE,7.06,63,53,27,59,49,3,8,2,Placed,4.13,iGate
Mohit Yadav,2400IT567,IT,8.02,74,55,18,36,46,3,6,0,Placed,3.55,Sapient
Pari Mishra,2100EC568,ECE,6.86,53,53,65,43,76,3,8,3,Placed,6.21,Cognizant
Divya Rastogi,2100CS569,CSE,9.5,100,61,86,83,55,0,3,1,Placed,9.09,Wipro
Atharv Mukherjee,2400ME570,ME,8.2,50,32,65,43,56,1,6,1,Placed,3.2,Cyient
Pari Verma,2100IT571,IT,7.23,69,50,60,42,84,2,6,1,Placed,9.21,Accenture
Abhishek Dhawan,2300EE572,EE,8.75,65,22,100,54,73,2,6,1,Placed,7.5,Paytm
Aanya Bansal,2400EE573,EE,7.23,49,30,48,47,44,0,3,0,Placed,4.37,Amdocs
Sachin Khanna,2200CS574,CSE,9.6,77,77,42,58,79,3,6,2,Placed,7.62,L&T Infotech
Kartik Nair,2200ME575,ME,7.56,86,84,39,46,64,3,7,3,Placed,9.21,Wipro
Simran Rastogi,2400IT576,IT,7.92,58,67,57,59,39,3,6,0,Placed,11.3,Wipro
Shaurya Mukherjee,2300EC577,ECE,6.91,73,57,40,68,10,2,8,2,Not Placed,0.0,Not Placed
Simran Joshi,2100CE578,CE,8.69,62,39,50,52,72,2,3,4,Placed,9.86,Accenture
Neha Rawat,2200EC579,ECE,6.96,35,76,37,77,44,1,4,2,Placed,11.62,Tech Mahindra
Krishna Goel,2100ME580,ME,8.71,59,37,42,62,48,3,3,2,Placed,3.13,Amdocs
Shivani Nair,2300CS581,CSE,7.97,68,88,34,32,64,2,8,0,Placed,7.14,Tech Mahindra
Komal Dhawan,2200IT582,IT,8.66,48,68,64,43,38,4,8,1,Placed,4.78,Cognizant
Radhika Tiwari,2400CS583,CSE,7.27,76,27,20,54,42,2,3,1,Placed,4.31,Sapient
Nikhil Malhotra,2300CS584,CSE,9.26,88,65,63,62,20,4,4,1,Placed,44.89,Samsung R&D
Rohan Nair,2300IT585,IT,7.57,81,62,47,44,27,2,4,3,Placed,3.82,Amdocs
Anika Chopra,2200CS586,CSE,6.82,63,57,31,39,31,1,6,1,Placed,4.72,Sasken
Kartik Khanna,2100ME587,ME,5.99,32,14,52,42,81,0,4,0,Not Placed,0.0,Not Placed
Nupur Dubey,2400CS588,CSE,7.16,55,40,37,67,53,2,8,1,Placed,6.19,Zoho
Khushi Kumar,2400IT589,IT,7.3,58,37,32,37,42,1,5,2,Not Placed,0.0,Not Placed
Myra Goel,2200ME590,ME,6.03,21,37,21,50,58,3,4,0,Not Placed,0.0,Not Placed
Trisha Yadav,2400CE591,CE,6.91,40,61,42,70,51,1,3,3,Not Placed,0.0,Not Placed
Aadhya Chatterjee,2400CS592,CSE,7.55,62,26,30,70,59,3,6,0,Placed,3.49,Sasken
Tanya Thakur,2400CS593,CSE,7.9,38,80,42,59,52,2,4,0,Placed,4.95,Cyient
Rahul Bhatt,2100ME594,ME,9.22,61,73,65,31,42,0,8,0,Placed,6.29,Infosys
Yash Bhatia,2200ME595,ME,6.72,35,45,29,32,58,1,2,0,Not Placed,0.0,Not Placed
Ankit Reddy,2300CS596,CSE,6.89,73,58,14,61,58,3,8,1,Placed,5.21,Zoho
Pari Sharma,2100IT597,IT,6.4,77,23,34,43,62,1,2,1,Not Placed,0.0,Not Placed
Pooja Thakur,2200IT598,IT,5.5,54,52,16,42,42,1,2,3,Not Placed,0.0,Not Placed
Divya Reddy,2400EE599,EE,8.44,62,59,56,44,80,4,6,1,Placed,4.51,Sasken
Amit Verma,2400EC600,ECE,7.44,70,58,38,33,56,3,7,0,Placed,4.3,NIIT
Pallavi Mishra,2100ME601,ME,5.75,38,66,23,58,48,4,8,0,Not Placed,0.0,Not Placed
Amit Goel,2300EE602,EE,8.33,59,57,25,86,75,0,1,1,Placed,8.62,Tech Mahindra
Suraj Joshi,2300CS603,CSE,8.91,70,58,62,80,47,4,8,1,Placed,9.92,Tech Mahindra
Varun Chatterjee,2300CS604,CSE,7.44,52,66,55,43,73,2,8,1,Placed,10.22,Infosys
Saanvi Agarwal,2100EC605,ECE,6.34,50,42,21,51,86,0,0,0,Not Placed,0.0,Not Placed
Megha Patel,2200CS606,CSE,6.91,17,59,28,26,63,0,1,0,Placed,4.09,Genpact
Manish Chauhan,2300CS607,CSE,5.81,65,16,40,48,8,1,4,0,Not Placed,0.0,Not Placed
Sonal Srivastava,2400EC608,ECE,6.13,40,49,30,11,69,0,6,2,Placed,3.32,Concentrix
Tushar Mukherjee,2400CS609,CSE,7.23,44,74,38,56,17,1,8,1,Placed,5.05,TCS
Varun Sethi,2400CS610,CSE,9.3,81,30,56,70,42,2,6,3,Placed,11.78,Capgemini
Neeraj Dubey,2200EC611,ECE,7.04,60,57,65,52,20,3,8,2,Placed,11.43,Cognizant
Ankit Patel,2200CS612,CSE,7.72,73,39,22,64,79,2,5,2,Not Placed,0.0,Not Placed
Nidhi Tiwari,2400EE613,EE,5.32,8,30,24,49,29,0,5,2,Not Placed,0.0,Not Placed
Dhruv Rawat,2300ME614,ME,9.07,85,34,35,52,69,2,1,3,Placed,4.58,Sasken
Shivani Reddy,2100ME615,ME,7.66,63,27,40,60,78,1,6,1,Placed,5.96,Accenture
Sonal Bajaj,2200EC616,ECE,6.78,57,51,8,56,39,2,5,1,Not Placed,0.0,Not Placed
Shivani Sethi,2100CS617,CSE,8.76,52,41,63,61,60,4,7,2,Placed,43.04,Amazon
Anika Saxena,2300EC618,ECE,7.46,56,69,19,55,29,1,5,0,Placed,4.94,NIIT
Rahul Yadav,2400CS619,CSE,7.93,90,65,52,57,32,2,7,2,Placed,11.66,Capgemini
Ankit Nair,2400IT620,IT,6.19,43,59,23,53,51,1,1,3,Not Placed,0.0,Not Placed
Prateek Bhatt,2200CS621,CSE,7.97,61,75,43,50,8,2,6,0,Placed,4.1,Cyient
Prateek Bansal,2200EC622,ECE,8.53,82,37,34,47,79,2,4,1,Placed,7.45,Wipro
Jyoti Bajaj,2100CS623,CSE,8.32,83,50,43,69,38,1,6,0,Placed,9.41,Paytm
Aanya Rawat,2200IT624,IT,6.92,71,78,38,32,4,4,6,1,Placed,4.31,Genpact
Aishwarya Thakur,2400CS625,CSE,6.88,46,44,70,61,32,0,3,1,Placed,4.21,Amdocs
Pallavi Chatterjee,2400EC626,ECE,8.42,69,34,52,75,32,3,8,0,Placed,11.75,Wipro
Ankit Verma,2200ME627,ME,7.47,28,66,41,46,36,3,7,3,Placed,3.85,iGate
Kabir Srivastava,2300CS628,CSE,9.6,55,39,69,36,21,2,7,1,Placed,5.11,Wipro
Kriti Rawat,2100CS629,CSE,8.34,79,43,62,67,35,2,5,2,Placed,9.91,L&T Infotech
Kabir Bhatt,2300ME630,ME,9.02,62,88,38,52,25,1,5,1,Placed,4.56,Mindtree
Himanshu Chatterjee,2200EC631,ECE,6.25,32,55,63,57,34,1,4,0,Placed,8.87,Capgemini
Mayank Saxena,2300CS632,CSE,8.94,67,83,44,54,71,3,7,3,Placed,9.11,Paytm
Varun Mehta,2300CS633,CSE,8.5,74,42,67,51,42,4,5,2,Placed,5.35,Paytm
Varun Agarwal,2200CS634,CSE,8.54,90,64,43,66,65,4,7,1,Placed,42.46,Adobe
Nupur Bajaj,2400ME635,ME,5.47,47,66,4,36,39,0,3,0,Not Placed,0.0,Not Placed
Rajat Jain,2200CS636,CSE,7.69,60,50,64,51,59,2,8,2,Placed,8.01,Paytm
Aditya Chopra,2300IT637,IT,6.03,48,75,40,46,39,2,4,1,Not Placed,0.0,Not Placed
Radhika Bhatt,2200ME638,ME,7.08,58,82,34,75,15,1,4,1,Not Placed,0.0,Not Placed
Nupur Bansal,2300EC639,ECE,8.17,57,50,58,21,56,1,4,1,Not Placed,0.0,Not Placed
Bhavna Patel,2200IT640,IT,6.88,42,21,25,57,53,1,4,0,Not Placed,0.0,Not Placed
Ananya Rastogi,2200EE641,EE,6.68,23,44,50,44,11,1,4,2,Not Placed,0.0,Not Placed
Aryan Yadav,2300EC642,ECE,6.51,62,47,19,63,65,3,5,1,Placed,8.65,Paytm
Himanshu Reddy,2400IT643,IT,8.14,52,41,49,89,38,1,2,2,Placed,4.7,Concentrix
Aditi Das,2400CE644,CE,8.85,96,67,60,67,73,4,6,2,Placed,26.14,Samsung R&D
Tushar Mishra,2400IT645,IT,7.27,76,5,58,59,74,2,4,0,Placed,3.57,Cyient
Khushi Arora,2400CS646,CSE,6.52,68,54,7,50,43,0,5,4,Not Placed,0.0,Not Placed
Nidhi Sethi,2100ME647,ME,5.4,14,45,38,36,34,4,2,0,Not Placed,0.0,Not Placed
Sachin Iyer,2300ME648,ME,7.26,32,59,35,46,50,3,2,2,Not Placed,0.0,Not Placed
Akash Reddy,2200CS649,CSE,8.62,73,72,48,58,90,3,8,0,Placed,18.63,Uber
Prateek Rastogi,2300CS650,CSE,6.48,38,30,8,51,84,0,6,1,Not Placed,0.0,Not Placed
Sakshi Khanna,2200EC651,ECE,7.35,51,60,46,45,40,2,6,4,Placed,8.58,L&T Infotech
Sakshi Singh,2100EE652,EE,8.53,72,72,56,62,56,1,3,3,Placed,5.77,Infosys
Diya Agarwal,2200CS653,CSE,6.15,44,11,25,29,58,1,5,1,Not Placed,0.0,Not Placed
Sonal Sharma,2400IT654,IT,8.23,100,70,14,55,56,1,2,0,Placed,18.68,Adobe
Vikas Goel,2200EC655,ECE,7.97,66,30,78,43,38,1,6,0,Not Placed,0.0,Not Placed
Isha Arora,2300CS656,CSE,6.01,39,48,16,56,87,0,1,1,Placed,4.06,NIIT
Trisha Chauhan,2100IT657,IT,8.09,87,53,57,47,45,2,2,0,Placed,5.9,Capgemini
Charu Srivastava,2400EC658,ECE,6.77,56,32,37,71,85,3,4,2,Placed,9.21,Mphasis
Neeraj Patel,2100CE659,CE,7.11,51,45,23,58,49,1,8,2,Placed,3.54,Genpact
Aadhya Jain,2200CS660,CSE,8.99,76,85,72,50,79,1,6,1,Placed,5.9,Mindtree
Aanya Sharma,2300ME661,ME,7.08,68,23,47,73,47,1,4,3,Placed,3.13,NIIT
Khushi Jain,2400EC662,ECE,7.7,34,20,35,58,24,0,1,0,Not Placed,0.0,Not Placed
Advaith Nair,2100CS663,CSE,9.06,58,68,77,69,84,2,8,1,Placed,41.29,Microsoft
Rohan Arora,2300EC664,ECE,5.95,58,9,68,35,49,1,4,2,Placed,3.62,Concentrix
Sonam Jain,2200IT665,IT,7.92,84,51,43,54,65,2,7,0,Placed,35.91,Microsoft
Rajat Chauhan,2400CS666,CSE,6.25,39,20,16,23,28,1,5,0,Not Placed,0.0,Not Placed
Charu Dubey,2200EC667,ECE,9.95,98,76,56,97,26,3,3,1,Placed,41.34,Uber
Sneha Mishra,2100CS668,CSE,7.73,47,46,47,39,78,1,4,1,Not Placed,0.0,Not Placed
Himanshu Agarwal,2400EE669,EE,7.06,55,54,45,62,55,1,3,2,Placed,3.78,Sapient
Nidhi Jain,2200EE670,EE,8.51,55,51,66,81,42,4,8,2,Placed,10.15,Cognizant
Aryan Khanna,2300EC671,ECE,5.97,53,82,27,49,25,2,3,0,Not Placed,0.0,Not Placed
Yash Goel,2200ME672,ME,8.48,61,40,52,89,60,2,5,2,Placed,19.46,Oracle
Mayank Reddy,2300EC673,ECE,6.24,63,44,51,19,59,2,5,1,Placed,3.49,Mu Sigma
Prateek Nair,2100CS674,CSE,7.72,84,61,51,61,20,1,5,3,Placed,4.9,HCL
Aditi Dhawan,2100CE675,CE,6.99,60,25,59,79,59,3,5,1,Not Placed,0.0,Not Placed
Rahul Malhotra,2200IT676,IT,8.81,100,39,20,61,28,4,4,2,Placed,9.54,Capgemini
Divya Bhatt,2200CS677,CSE,7.48,60,49,33,67,37,1,6,1,Placed,3.4,Syntel
Arjun Sethi,2100IT678,IT,6.94,59,46,20,34,62,1,4,1,Not Placed,0.0,Not Placed
Dhruv Dubey,2100CS679,CSE,7.44,35,53,51,69,10,1,3,0,Not Placed,0.0,Not Placed
Nikhil Thakur,2300CS680,CSE,9.01,98,74,67,96,39,3,8,0,Placed,44.08,Oracle
Komal Reddy,2100IT681,IT,9.04,61,58,62,47,51,4,5,0,Placed,21.46,Oracle
Kabir Mishra,2300EE682,EE,4.69,41,27,35,36,39,2,6,2,Not Placed,0.0,Not Placed
Ravi Dubey,2200EC683,ECE,7.91,44,37,65,69,0,0,5,1,Placed,3.38,Cyient
Swati Sethi,2100CS684,CSE,9.22,86,57,55,91,53,2,7,4,Placed,9.43,Cognizant
Charu Saxena,2100EC685,ECE,7.05,46,33,29,60,46,1,3,1,Not Placed,0.0,Not Placed
Sai Mukherjee,2100IT686,IT,7.39,58,54,63,55,36,3,8,1,Placed,4.42,Syntel
Harsh Pandey,2100CS687,CSE,6.63,69,69,26,35,72,3,8,1,Placed,7.47,TCS
Dev Sharma,2200CS688,CSE,6.69,51,34,31,26,58,1,3,0,Not Placed,0.0,Not Placed
Meghna Rajput,2300EC689,ECE,7.71,56,20,9,45,59,4,7,0,Placed,3.32,Concentrix
Myra Rastogi,2100IT690,IT,7.88,57,90,5,60,53,1,4,1,Placed,4.77,Mu Sigma
Komal Rastogi,2100ME691,ME,5.88,54,48,40,20,72,1,4,1,Not Placed,0.0,Not Placed
Nupur Chopra,2100EE692,EE,4.0,1,11,19,29,36,1,0,0,Not Placed,0.0,Not Placed
Sonal Thakur,2300CE693,CE,8.01,65,48,74,65,35,4,8,2,Placed,5.54,TCS
Kriti Chauhan,2300EC694,ECE,7.22,67,60,54,55,53,2,2,0,Not Placed,0.0,Not Placed
Dhruv Patel,2100CS695,CSE,7.79,41,78,49,59,62,3,4,1,Placed,4.84,Genpact
Vivaan Sharma,2200CS696,CSE,8.83,41,56,59,89,35,2,3,5,Placed,10.24,TCS
Divya Nair,2200CE697,CE,5.4,24,44,0,50,28,3,1,0,Not Placed,0.0,Not Placed
Vivaan Khanna,2400CS698,CSE,5.99,55,63,29,52,43,1,3,4,Not Placed,0.0,Not Placed
Rohan Saxena,2400EE699,EE,10.0,92,51,46,65,49,2,4,0,Placed,15.29,Flipkart
Aadhya Chopra,2300IT700,IT,7.44,64,63,16,42,68,1,2,0,Not Placed,0.0,Not Placed
Ravi Singh,2200CS701,CSE,7.73,58,53,72,41,27,3,8,1,Placed,7.11,HCL
Nikhil Kumar,2400EE702,EE,7.6,41,31,45,64,18,1,4,1,Placed,4.91,iGate
Nidhi Mishra,2400IT703,IT,6.94,66,51,54,63,57,3,8,1,Placed,10.72,TCS
Priya Bansal,2300EC704,ECE,7.52,35,31,27,46,48,4,3,1,Placed,3.23,Sasken
Deepak Arora,2400EC705,ECE,8.63,43,20,84,59,35,1,7,1,Placed,3.28,Genpact
Ishaan Sharma,2400CS706,CSE,8.57,80,42,49,72,64,4,3,0,Placed,8.22,TCS
Akash Bhatia,2100IT707,IT,7.61,77,50,34,40,70,4,5,2,Placed,8.71,Accenture
Himanshu Nair,2300IT708,IT,7.98,69,75,21,48,51,2,3,3,Placed,10.59,Infosys
Suraj Saxena,2400ME709,ME,7.68,47,87,38,69,43,2,7,0,Placed,3.2,Syntel
Ishaan Rastogi,2100CS710,CSE,6.37,63,50,9,51,39,3,4,3,Placed,4.65,Mu Sigma
Suraj Das,2300ME711,ME,8.6,62,64,47,52,53,3,5,2,Placed,7.19,Tech Mahindra
Saurabh Patel,2200CS712,CSE,6.83,50,77,40,61,52,2,7,1,Placed,10.6,Mphasis
Aadhya Sethi,2100CS713,CSE,8.43,100,62,60,48,93,1,3,2,Placed,10.32,Capgemini
Aryan Bansal,2300ME714,ME,8.61,93,23,29,52,46,1,2,2,Not Placed,0.0,Not Placed
Swati Malhotra,2300CS715,CSE,6.93,55,32,34,33,47,1,2,3,Not Placed,0.0,Not Placed
Kavya Srivastava,2100EE716,EE,7.89,75,55,43,63,58,3,7,2,Placed,10.77,HCL
Aman Sethi,2100ME717,ME,6.86,28,69,37,81,63,0,2,1,Placed,4.58,Concentrix
Shaurya Chatterjee,2400EC718,ECE,8.77,74,88,23,71,78,2,8,3,Placed,11.97,Accenture
Anika Bhatt,2300CE719,CE,7.22,48,58,31,75,27,1,4,2,Placed,11.67,Zoho
Varun Goel,2400CE720,CE,6.98,30,43,42,33,40,0,5,2,Not Placed,0.0,Not Placed
Anika Mishra,2200CS721,CSE,8.52,83,20,40,52,57,0,2,0,Placed,4.67,iGate
Pranav Malhotra,2200CS722,CSE,8.48,69,48,64,64,48,2,6,1,Placed,7.21,Infosys
Amit Reddy,2100EE723,EE,7.05,59,48,31,54,40,1,8,1,Not Placed,0.0,Not Placed
Shruti Pandey,2100IT724,IT,7.18,80,60,39,51,37,3,5,1,Placed,3.71,Amdocs
Aishwarya Khanna,2200EC725,ECE,5.33,53,69,8,50,50,3,5,1,Not Placed,0.0,Not Placed
Deepak Patel,2200IT726,IT,7.17,80,58,44,33,44,4,7,1,Not Placed,0.0,Not Placed
Aarav Singh,2200ME727,ME,5.88,44,15,32,34,32,2,5,0,Placed,6.54,Wipro
Nikhil Arora,2100ME728,ME,7.68,64,53,79,44,79,3,8,3,Placed,5.4,L&T Infotech
Aadhya Verma,2100CE729,CE,5.57,26,45,40,60,34,1,8,2,Not Placed,0.0,Not Placed
Vikas Chatterjee,2200EC730,ECE,9.04,56,81,56,83,77,2,7,2,Placed,15.58,Microsoft
Anika Gupta,2400ME731,ME,7.2,60,34,54,48,43,2,3,3,Placed,3.38,Mu Sigma
Ankit Mukherjee,2400ME732,ME,5.9,47,24,22,23,37,2,1,1,Not Placed,0.0,Not Placed
Diya Nair,2400EC733,ECE,8.34,37,50,50,52,55,1,4,1,Placed,3.19,Concentrix
Sneha Pandey,2300IT734,IT,7.77,64,62,61,67,53,4,5,0,Placed,8.95,Cognizant
Sara Gupta,2200ME735,ME,6.85,34,40,12,16,32,4,5,1,Not Placed,0.0,Not Placed
Ritika Das,2400ME736,ME,7.27,46,59,36,43,13,4,5,2,Placed,4.72,Mu Sigma
Kabir Nair,2200CE737,CE,6.66,24,80,46,59,33,3,6,0,Placed,3.81,Amdocs
Vikas Rajput,2200ME738,ME,7.32,41,62,31,51,20,2,5,1,Not Placed,0.0,Not Placed
Mohit Bhatia,2400CS739,CSE,5.68,76,45,51,46,65,3,6,1,Not Placed,0.0,Not Placed
Meghna Chopra,2300CS740,CSE,9.11,86,56,77,67,59,2,8,1,Placed,13.41,Uber
Riya Verma,2300EC741,ECE,8.39,48,50,31,56,22,2,4,0,Not Placed,0.0,Not Placed
Arjun Rastogi,2100ME742,ME,7.62,36,5,25,53,69,0,4,1,Not Placed,0.0,Not Placed
Mansi Bhatia,2200CS743,CSE,6.59,55,48,37,44,64,1,2,1,Placed,4.48,Concentrix
Aryan Saxena,2300EC744,ECE,6.19,37,28,56,44,78,2,7,1,Placed,7.03,Mindtree
Himanshu Srivastava,2400CS745,CSE,7.64,60,76,45,77,46,2,3,1,Placed,8.79,Accenture
Atharv Saxena,2300CS746,CSE,6.71,73,79,51,25,76,2,6,3,Placed,3.08,Sapient
Neeraj Bhatia,2200EC747,ECE,6.77,26,47,57,60,34,4,8,2,Not Placed,0.0,Not Placed
Prateek Bhatt,2300CS748,CSE,6.16,63,77,36,31,49,1,4,0,Placed,4.7,Concentrix
Saanvi Mishra,2100EC749,ECE,7.19,38,57,26,64,45,3,6,3,Placed,3.94,Genpact
Arjun Rajput,2400CE750,CE,8.28,26,77,61,45,58,2,6,1,Placed,3.88,Mu Sigma
Shivani Tiwari,2200CS751,CSE,8.39,68,58,36,66,64,0,3,0,Placed,3.79,Sapient
Rohan Singh,2100EC752,ECE,4.53,16,22,16,33,23,0,3,1,Not Placed,0.0,Not Placed
Saurabh Yadav,2100EC753,ECE,5.13,30,24,45,36,74,0,3,0,Not Placed,0.0,Not Placed
Aadhya Arora,2400CE754,CE,7.96,64,53,34,51,54,2,6,3,Placed,3.05,Sasken
Kunal Goel,2300CS755,CSE,7.81,79,48,38,79,70,4,7,1,Placed,23.0,Amazon
Sachin Mukherjee,2400IT756,IT,4.35,55,1,16,32,17,2,1,1,Not Placed,0.0,Not Placed
Riya Khanna,2300IT757,IT,7.45,67,22,49,45,46,2,5,1,Placed,3.5,Genpact
Mohit Goel,2300IT758,IT,7.64,45,63,78,36,47,2,4,3,Placed,10.96,Wipro
Sachin Sharma,2400CS759,CSE,9.55,77,43,55,57,66,4,6,4,Placed,5.92,Paytm
Atharv Dhawan,2300ME760,ME,8.17,52,27,47,69,76,3,8,0,Placed,3.16,Sasken
Tushar Chopra,2100CS761,CSE,8.21,47,83,40,79,8,3,8,3,Placed,9.19,Byju's
Sara Kapoor,2100IT762,IT,7.39,68,45,19,44,55,2,5,0,Placed,3.04,Genpact
Nidhi Chauhan,2100CS763,CSE,7.1,68,80,54,62,55,3,6,2,Placed,3.54,Sapient
Aanya Mehta,2200IT764,IT,7.66,59,30,31,50,72,2,2,3,Placed,11.45,HCL
Amit Mehta,2100IT765,IT,9.1,91,60,51,67,34,3,7,2,Placed,10.83,Hexaware
Aditya Nair,2400EE766,EE,5.72,47,32,1,31,61,2,7,1,Not Placed,0.0,Not Placed
Navya Das,2400ME767,ME,7.29,38,26,57,40,68,1,4,1,Placed,4.37,Amdocs
Tanya Nair,2100CS768,CSE,7.9,71,95,68,68,26,4,5,1,Placed,8.36,Paytm
Kriti Srivastava,2200EC769,ECE,7.4,23,37,14,48,15,2,4,1,Not Placed,0.0,Not Placed
Aadhya Gupta,2300EC770,ECE,5.79,40,28,51,51,36,2,6,0,Not Placed,0.0,Not Placed
Rohan Mehta,2100ME771,ME,7.22,61,47,45,34,59,2,6,0,Not Placed,0.0,Not Placed
Kunal Chauhan,2400EC772,ECE,5.25,10,26,49,21,69,3,6,3,Not Placed,0.0,Not Placed
Sachin Kumar,2100EC773,ECE,4.63,41,22,7,31,53,1,2,1,Not Placed,0.0,Not Placed
Radhika Bajaj,2400CS774,CSE,7.16,69,62,77,29,82,2,5,0,Placed,6.8,Hexaware
Gaurav Chauhan,2400CS775,CSE,9.17,78,57,59,80,68,2,4,4,Placed,5.75,Wipro
Reyansh Kapoor,2200EC776,ECE,9.77,70,75,75,71,70,2,4,0,Placed,32.14,Adobe
Khushi Khanna,2300ME777,ME,6.94,37,50,25,43,58,1,5,3,Placed,4.13,iGate
Neha Patel,2100ME778,ME,6.19,22,32,43,68,54,4,8,1,Not Placed,0.0,Not Placed
Kriti Khanna,2400EC779,ECE,7.21,48,75,58,49,32,4,4,2,Placed,4.46,Concentrix
Rahul Sharma,2400CS780,CSE,7.75,66,46,26,47,46,1,4,1,Placed,5.98,Infosys
Trisha Dhawan,2400ME781,ME,8.36,74,23,43,69,67,3,3,2,Placed,6.64,HCL
Arjun Dubey,2200EC782,ECE,7.85,70,49,86,47,46,2,2,1,Placed,5.09,Mphasis
Isha Joshi,2100EE783,EE,9.79,97,49,47,71,91,2,7,2,Placed,25.32,Goldman Sachs
Aparna Rawat,2300ME784,ME,7.49,63,75,38,46,54,1,3,4,Placed,4.1,NIIT
Riya Arora,2400CS785,CSE,6.77,54,46,62,69,20,1,6,0,Placed,4.99,Sapient
Varun Gupta,2300CS786,CSE,6.15,63,76,16,20,39,1,6,0,Placed,3.26,Syntel
